Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),
4/14/2017,54,66,44,0
4/15/2017,53,60,44,0
4/16/2017,51,57,48,0
4/17/2017,49,60,41,0
4/18/2017,43,53,34,0.02
4/19/2017,41,50,33,0
4/20/2017,42,54,26,0
4/21/2017,48,63,31,0
4/22/2017,52,64,37,0
4/23/2017,50,59,40,0
4/24/2017,53,69,35,0
4/25/2017,47,60,41,0
4/26/2017,40,44,35,0.69
4/27/2017,42,50,34,0.04
4/28/2017,44,54,36,0.02
4/29/2017,49,62,32,0.03
4/30/2017,52,67,34,0
5/1/2017,48,59,42,0.18
5/2/2017,45,53,36,0.01
5/3/2017,46,55,43,0.24
5/4/2017,50,61,43,0.09
5/5/2017,53,69,37,0.01
5/6/2017,53,56,49,0
5/7/2017,52,54,50,0.24
5/8/2017,49,52,46,0.31
5/9/2017,52,61,40,0.01
5/10/2017,56,72,38,0
5/11/2017,52,60,46,0
5/12/2017,58,67,52,0.5
5/13/2017,51,69,50,0.09
5/14/2017,57,67,47,0.13
5/15/2017,60,73,44,0.19
5/16/2017,62,79,50,0
5/17/2017,68,81,52,0
5/18/2017,66,74,,0
5/19/2017,48,,49,0.12
5/20/2017,53,65,42,1.06
5/21/2017,58,71,39,0
5/22/2017,63,77,47,0
5/23/2017,67,80,50,0
5/24/2017,67,77,54,0
5/25/2017,68,78,58,0
5/26/2017,69,82,55,0
5/27/2017,71,85,55,0
5/28/2017,72,85,56,0
5/29/2017,72,86,53,0
5/30/2017,72,81,62,0
5/31/2017,68,79,58,0
6/1/2017,69,81,55,0.05
6/2/2017,70,82,56,0
6/3/2017,60,81,60,0
6/4/2017,61,69,55,0.99
6/5/2017,62,73,51,0
6/6/2017,54,66,50,0.1
6/7/2017,57,67,48,0.11
6/8/2017,62,77,45,0
6/9/2017,66,76,54,0
6/10/2017,69,80,54,0.07
6/11/2017,73,87,56,0
6/12/2017,71,80,65,0
6/13/2017,69,82,54,0
6/14/2017,68,85,60,0.02
6/15/2017,73,87,58,0.04
6/16/2017,70,79,62,0.07
6/17/2017,67,78,54,0
6/18/2017,72,86,58,0
6/19/2017,77,91,60,0
6/20/2017,80,93,65,0
6/21/2017,81,96,66,0
6/22/2017,83,98,65,0
6/23/2017,78,89,65,0
6/24/2017,74,86,62,0
6/25/2017,72,83,62,0
6/26/2017,71,84,57,0
6/27/2017,73,85,60,0
6/28/2017,60,76,60,0.91
6/29/2017,59,71,55,0.15
6/30/2017,56,68,49,0.13
7/1/2017,58,64,54,0.13
7/2/2017,62,70,58,0.24
7/3/2017,68,79,58,0.01
7/4/2017,71,85,56,0
7/5/2017,76,92,57,0
7/6/2017,77,93,59,0
7/7/2017,81,94,69,0
7/8/2017,77,95,66,0
7/9/2017,69,81,64,0.52
7/10/2017,66,78,62,0.57
7/11/2017,67,79,56,0.59
7/12/2017,69,79,62,0.06
7/13/2017,66,79,63,0.02
7/14/2017,69,78,63,0.08
7/15/2017,66,76,55,0
7/16/2017,71,83,59,0
7/17/2017,71,87,62,0
7/18/2017,76,90,61,0
7/19/2017,82,90,63,0
7/20/2017,70,79,63,0.34
7/21/2017,69,83,58,0
7/22/2017,69,83,59,0.02
7/23/2017,67,74,59,0.08
7/24/2017,66,73,58,0.02
7/25/2017,60,70,58,0.03
7/26/2017,66,77,55,0.11
7/27/2017,66,74,62,0
7/28/2017,67,76,60,0.03
7/29/2017,71,85,52,0
7/30/2017,73,83,63,0
7/31/2017,73,85,61,0
8/1/2017,67,84,65,0
8/2/2017,76,88,63,0.37
8/3/2017,78,88,71,0.05
8/4/2017,73,83,68,0
8/5/2017,71,84,62,0
8/6/2017,67,79,55,0
8/7/2017,71,85,56,0
8/8/2017,64,73,61,0.13
8/9/2017,62,74,51,0.19
8/10/2017,58,70,45,0.02
8/11/2017,60,69,56,0
8/12/2017,64,73,53,0.02
8/13/2017,63,79,62,0
8/14/2017,78,85,58,0
8/15/2017,71,80,64,0
8/16/2017,72,82,59,0.02
8/17/2017,75,87,61,0
8/18/2017,69,83,62,0
8/19/2017,65,73,57,0.2
8/20/2017,63,75,49,0
8/21/2017,66,80,51,0
8/22/2017,71,86,55,0
8/23/2017,73,90,58,0
8/24/2017,71,83,60,0
8/25/2017,73,89,60,0
8/26/2017,75,91,60,0
8/27/2017,73,91,62,0
8/28/2017,79,92,70,0
8/29/2017,79,95,65,0
8/30/2017,64,79,64,0.04
8/31/2017,58,64,58,1
9/1/2017,58,72,47,0.01
9/2/2017,51,63,53,0.13
9/3/2017,56,68,44,0.55
9/4/2017,66,77,53,0
9/5/2017,70,79,63,0
9/6/2017,64,69,59,0
9/7/2017,62,68,56,0
9/8/2017,61,68,53,0
9/9/2017,54,63,55,0.06
9/10/2017,57,67,45,0.02
9/11/2017,59,67,52,0.01
9/12/2017,58,66,52,0.03
9/13/2017,64,76,53,0
9/14/2017,58,62,52,0.18
9/15/2017,51,61,43,0.07
9/16/2017,48,59,43,0.21
9/17/2017,47,57,43,0.04
9/18/2017,52,59,47,0.24
9/19/2017,52,61,43,0.05
9/20/2017,53,64,44,0.01
9/21/2017,54,69,42,0
9/22/2017,58,73,43,0
9/23/2017,60,72,50,0
9/24/2017,61,75,52,0
9/25/2017,59,69,48,0
9/26/2017,60,64,56,0.11
9/27/2017,61,69,57,0.12
9/28/2017,61,73,50,0.01
9/29/2017,63,78,51,0.01
9/30/2017,55,60,53,0
10/1/2017,53,59,46,0.33
10/2/2017,59,65,54,0.03
10/3/2017,58,64,53,0.02
10/4/2017,51,63,42,0.04
10/5/2017,55,73,36,0
10/6/2017,51,58,43,0
10/7/2017,49,61,34,0.03
10/8/2017,53,58,49,0.11
10/9/2017,53,58,49,0
10/10/2017,53,67,40,0.01
10/11/2017,54,69,43,0
10/12/2017,58,68,49,0.01
10/13/2017,56,71,45,0.01
10/14/2017,56,71,44,0.01
10/15/2017,56,73,44,0.01
10/16/2017,58,76,44,0.01
10/17/2017,55,74,43,0
10/18/2017,56,72,41,0.01
10/19/2017,57,70,47,0
10/20/2017,59,65,50,0.02
10/21/2017,56,66,49,0
10/22/2017,48,57,46,0.03
10/23/2017,51,54,45,0.05
10/24/2017,55,62,50,0.06
10/25/2017,55,64,53,0
10/26/2017,53,65,45,0.01
10/27/2017,51,59,44,0.01
10/28/2017,46,55,38,0
10/29/2017,50,57,39,0
10/30/2017,45,52,39,0.02
10/31/2017,43,54,35,0
11/1/2017,42,55,33,0
11/2/2017,48,62,35,0
11/3/2017,53,64,47,0
11/4/2017,54,65,44,0
11/5/2017,47,52,41,0.31
11/6/2017,41,46,34,0.01
11/7/2017,40,44,35,0
11/8/2017,41,42,40,0.06
11/9/2017,40,45,39,0.06
11/10/2017,39,46,30,0
11/11/2017,47,54,42,0.02
11/12/2017,48,54,40,0.25
11/13/2017,42,47,37,0.33
11/14/2017,40,47,33,0
11/15/2017,36,45,29,0
11/16/2017,33,37,30,0
11/17/2017,40,51,29,0
11/18/2017,41,46,38,0
11/19/2017,41,49,37,0.01
11/20/2017,35,40,29,0.01
11/21/2017,40,49,36,0
11/22/2017,42,57,30,0
11/23/2017,54,62,45,0
11/24/2017,50,55,48,0
11/25/2017,44,50,39,0.7
11/26/2017,34,39,29,0.12
11/27/2017,40,45,35,0
11/28/2017,39,40,37,0.03
11/29/2017,37,42,33,0.33
11/30/2017,36,40,33,0
12/1/2017,32,34,29,0.09
12/2/2017,32,37,29,0
12/3/2017,29,35,21,0
12/4/2017,34,39,30,0
12/5/2017,38,41,36,0
12/6/2017,36,38,34,0
12/7/2017,38,45,32,0
12/8/2017,39,45,34,0.35
12/9/2017,34,38,32,0.07
12/10/2017,38,51,30,0.01
12/11/2017,47,53,42,0.59
12/12/2017,39,44,36,0.23
12/13/2017,35,50,31,0
12/14/2017,44,46,38,0.43
12/15/2017,40,44,38,0.33
12/16/2017,37,41,35,0.07
12/17/2017,33,36,26,0.09
12/18/2017,35,40,31,0.16
12/19/2017,39,44,36,0.14
12/20/2017,39,41,36,0.02
12/21/2017,43,45,40,0.17
12/22/2017,45,49,43,0.12
12/23/2017,42,46,34,0.05
12/24/2017,42,43,41,0.01
12/25/2017,35,44,32,0.01
12/26/2017,41,48,28,0.01
12/27/2017,41,45,36,0.23
12/28/2017,35,40,33,0.24
12/29/2017,34,44,26,0
12/30/2017,48,55,36,0.36
12/31/2017,52,59,,0.06
1/1/2018,45,,43,0.02
1/2/2018,44,49,41,0.27
1/3/2018,49,58,43,0.02
1/4/2018,52,58,44,0.56
1/5/2018,49,54,47,0.28
1/6/2018,46,47,44,0.34
1/7/2018,45,48,43,0.25
1/8/2018,42,46,40,0
1/9/2018,42,46,36,0
1/10/2018,42,49,35,0.12
1/11/2018,39,44,35,0
1/12/2018,42,47,35,0.02
1/13/2018,37,44,30,0
1/14/2018,36,47,28,0
1/15/2018,38,46,28,0
1/16/2018,47,54,43,0.13
1/17/2018,41,45,38,0.39
1/18/2018,44,49,37,0.12
1/19/2018,41,45,38,0.26
1/20/2018,40,53,33,0
1/21/2018,44,51,41,0.67
1/22/2018,51,55,42,0.55
1/23/2018,47,52,44,0.19
1/24/2018,49,54,41,0
1/25/2018,50,55,45,0
1/26/2018,43,44,42,0.4
1/27/2018,41,45,39,0.17
1/28/2018,41,48,30,0
1/29/2018,46,49,43,0
1/30/2018,45,51,38,0
1/31/2018,45,48,42,0.01
2/1/2018,38,44,33,0.21
2/2/2018,33,42,23,0.01
2/3/2018,36,41,32,0.01
2/4/2018,36,42,31,0
2/5/2018,33,37,31,0
2/6/2018,36,42,33,0.14
2/7/2018,33,35,32,0.03
2/8/2018,34,38,32,0.01
2/9/2018,34,41,32,0
2/10/2018,35,38,31,0.06
2/11/2018,35,39,31,0.01
2/12/2018,35,43,33,0.06
2/13/2018,29,40,18,0
2/14/2018,35,40,32,0
2/15/2018,41,48,33,0.26
2/16/2018,45,49,42,0.13
2/17/2018,41,44,40,0.44
2/18/2018,37,39,35,0.21
2/19/2018,35,38,29,0
2/20/2018,36,43,33,0
2/21/2018,34,41,29,0
2/22/2018,33,37,28,0
2/23/2018,33,36,31,0
2/24/2018,34,41,29,0
2/25/2018,31,37,26,0
2/26/2018,24,30,21,0
2/27/2018,21,28,16,0
2/28/2018,23,32,12,0
3/1/2018,29,35,24,0.12
3/2/2018,34,44,31,0.24
3/3/2018,37,49,29,0.41
3/4/2018,40,50,30,0.05
3/5/2018,42,55,35,0.13
3/6/2018,42,52,36,0.1
3/7/2018,43,51,35,0.14
3/8/2018,43,57,32,0.04
3/9/2018,51,60,40,0
3/10/2018,53,61,49,0.07
3/11/2018,51,60,47,0.19
3/12/2018,49,57,46,1.05
3/13/2018,46,52,43,0.06
3/14/2018,45,58,34,0.03
3/15/2018,44,47,42,0.13
3/16/2018,47,57,40,0.65
3/17/2018,43,44,,0.44
3/18/2018,34,,33,0.56
3/19/2018,33,37,28,0.02
3/20/2018,35,43,30,0
3/21/2018,37,44,31,0
3/22/2018,36,46,26,0
3/23/2018,41,44,37,0.18
3/24/2018,42,57,29,0
3/25/2018,47,58,35,0
3/26/2018,46,53,38,0.02
3/27/2018,41,48,33,0.09
3/28/2018,49,54,45,0.28
3/29/2018,44,53,37,0.3
3/30/2018,39,49,30,0
3/31/2018,43,55,35,0.19
4/1/2018,44,53,41,0.12
4/2/2018,46,60,32,0
4/3/2018,56,65,48,0
4/4/2018,49,55,42,0.01
4/5/2018,49,56,45,0.75
4/6/2018,51,68,35,0.02
4/7/2018,58,71,42,0
4/8/2018,58,70,45,0
4/9/2018,55,62,50,0
4/10/2018,49,58,42,0.24
4/11/2018,50,65,36,0.02
4/12/2018,54,64,47,0
4/13/2018,53,63,46,0.03
4/14/2018,53,61,43,0.01
4/15/2018,57,68,44,0.02
4/16/2018,56,67,47,0
4/17/2018,58,73,41,0
4/18/2018,63,77,48,0
4/19/2018,64,80,48,0
4/20/2018,67,81,51,0
4/21/2018,67,81,50,0
4/22/2018,65,79,47,0
4/23/2018,58,66,52,0
4/24/2018,59,73,43,0.34
4/25/2018,60,71,50,0
4/26/2018,54,62,46,0
4/27/2018,55,71,37,0
4/28/2018,50,55,42,0
4/29/2018,56,70,43,0
4/30/2018,51,59,47,0.2
5/1/2018,48,58,36,0
5/2/2018,51,63,38,0
5/3/2018,56,63,47,0
5/4/2018,62,71,52,0
5/5/2018,65,76,54,0
5/6/2018,67,80,54,0
5/7/2018,68,80,54,0
5/8/2018,65,77,51,0
5/9/2018,64,78,50,0
5/10/2018,57,62,55,1.58
5/11/2018,57,71,41,0
5/12/2018,61,74,46,0
5/13/2018,49,51,47,0.02
5/14/2018,53,56,47,0.47
5/15/2018,59,69,54,0.14
5/16/2018,58,68,51,0.07
5/17/2018,58,69,51,0.13
5/18/2018,60,71,45,0.11
5/19/2018,60,72,47,0
5/20/2018,61,72,49,0
5/21/2018,62,76,45,0
5/22/2018,62,75,49,0
5/23/2018,61,72,50,0.01
5/24/2018,65,77,54,0
5/25/2018,69,80,55,0
5/26/2018,69,80,58,0
5/27/2018,68,81,59,0.01
5/28/2018,65,76,56,0.31
5/29/2018,66,77,58,0.34
5/30/2018,64,78,54,0.02
5/31/2018,64,74,56,0.16
6/1/2018,63,74,52,0
6/2/2018,68,78,56,0.14
6/3/2018,69,81,58,0
6/4/2018,68,79,60,0.24
6/5/2018,69,78,61,0.45
6/6/2018,68,78,60,0.32
6/7/2018,67,76,56,0
6/8/2018,69,81,58,0.03
6/9/2018,69,83,58,0.08
6/10/2018,70,82,58,0.83
6/11/2018,68,77,64,0.02
6/12/2018,67,77,60,0.31
6/13/2018,61,68,57,0.44
6/14/2018,61,73,48,0
6/15/2018,65,74,57,0
6/16/2018,68,79,54,0
6/17/2018,64,71,57,0
6/18/2018,65,73,54,0
6/19/2018,70,82,55,0
6/20/2018,75,89,60,0
6/21/2018,71,85,63,0
6/22/2018,60,70,48,0
6/23/2018,62,73,50,0
6/24/2018,65,74,55,0
6/25/2018,66,77,56,0
6/26/2018,70,84,57,0
6/27/2018,72,84,60,0
6/28/2018,71,83,60,0
6/29/2018,72,82,62,0
6/30/2018,78,91,63,0
7/1/2018,80,93,65,0
7/2/2018,78,90,65,0
7/3/2018,71,86,63,0
7/4/2018,70,86,60,0.98
7/5/2018,66,74,62,0.29
7/6/2018,71,82,61,0.14
7/7/2018,74,85,60,0
7/8/2018,74,83,65,0
7/9/2018,74,84,62,0
7/10/2018,70,78,64,0
7/11/2018,64,75,54,0
7/12/2018,69,81,52,0
7/13/2018,73,85,58,0
7/14/2018,74,87,57,0
7/15/2018,69,86,60,0
7/16/2018,72,87,55,0.46
7/17/2018,73,85,61,0
7/18/2018,73,88,57,0
7/19/2018,77,89,65,0
7/20/2018,73,85,64,0
7/21/2018,69,79,62,0.72
7/22/2018,72,82,60,0
7/23/2018,75,86,60,0
7/24/2018,77,90,64,0
7/25/2018,79,92,64,0
7/26/2018,81,96,63,0
7/27/2018,82,95,65,0
7/28/2018,73,80,69,0.02
7/29/2018,75,88,59,0.02
7/30/2018,80,93,66,0
7/31/2018,81,93,69,0
8/1/2018,78,85,72,0
8/2/2018,80,91,66,0
8/3/2018,84,97,70,0
8/4/2018,86,97,73,0
8/5/2018,83,95,73,0
8/6/2018,84,97,72,0
8/7/2018,83,96,69,0
8/8/2018,74,84,66,0.06
8/9/2018,67,73,64,0
8/10/2018,65,78,52,0.28
8/11/2018,66,79,51,0
8/12/2018,71,85,54,0
8/13/2018,71,79,65,0.29
8/14/2018,69,79,63,0.06
8/15/2018,71,83,59,0.01
8/16/2018,74,88,59,0
8/17/2018,70,80,60,0
8/18/2018,71,81,58,0
8/19/2018,73,87,57,0
8/20/2018,74,88,59,0
8/21/2018,76,87,65,0
8/22/2018,77,93,64,0
8/23/2018,75,89,62,0.02
8/24/2018,67,71,61,0
8/25/2018,57,65,54,0.06
8/26/2018,58,71,42,0.06
8/27/2018,64,79,49,0
8/28/2018,69,84,55,0.01
8/29/2018,69,83,57,0
8/30/2018,62,69,53,0
8/31/2018,62,69,59,0
9/1/2018,62,74,49,0
9/2/2018,64,76,53,0
9/3/2018,65,73,55,0
9/4/2018,66,79,52,0
9/5/2018,69,84,54,0
9/6/2018,67,74,61,0
9/7/2018,63,72,54,0.15
9/8/2018,62,78,47,0
9/9/2018,65,83,49,0
9/10/2018,69,87,49,0
9/11/2018,72,87,56,0
9/12/2018,72,89,55,0
9/13/2018,69,82,61,0
9/14/2018,65,75,60,0
9/15/2018,61,73,47,0
9/16/2018,64,80,49,0
9/17/2018,62,85,50,0
9/18/2018,75,85,53,0
9/19/2018,73,86,61,0.09
9/20/2018,71,85,58,0
9/21/2018,61,73,55,0
9/22/2018,58,68,45,0.04
9/23/2018,68,80,61,0.01
9/24/2018,54,62,46,0.15
9/25/2018,54,67,44,0
9/26/2018,56,73,41,0
9/27/2018,61,79,44,0
9/28/2018,62,77,47,0
9/29/2018,58,70,49,0
9/30/2018,59,75,44,0
10/1/2018,53,60,49,0
10/2/2018,52,59,44,0
10/3/2018,56,64,50,0.01
10/4/2018,58,70,47,0.01
10/5/2018,58,78,43,0
10/6/2018,63,77,46,0
10/7/2018,59,65,54,0.46
10/8/2018,58,67,53,0.04
10/9/2018,53,59,49,0.01
10/10/2018,53,61,48,0.02
10/11/2018,62,76,54,0.06
10/12/2018,64,77,51,0.02
10/13/2018,62,78,50,0.01
10/14/2018,62,74,48,0
10/15/2018,62,77,51,0.01
10/16/2018,61,76,50,0
10/17/2018,60,76,46,0
10/18/2018,62,75,51,0
10/19/2018,58,69,51,0
10/20/2018,58,70,48,0
10/21/2018,56,67,46,0
10/22/2018,55,66,46,0
10/23/2018,52,63,44,0
10/24/2018,49,57,37,0
10/25/2018,52,57,47,0
10/26/2018,45,51,33,0
10/27/2018,45,47,43,0.13
10/28/2018,44,47,42,0.02
10/29/2018,40,42,39,0.2
10/30/2018,37,45,33,0.42
10/31/2018,41,48,31,0.16
11/1/2018,47,56,40,0.05
11/2/2018,45,53,38,0.15
11/3/2018,49,57,42,0.02
11/4/2018,45,54,40,0
11/5/2018,47,54,44,0.01
11/6/2018,49,55,44,0.01
11/7/2018,45,52,35,0.05
11/8/2018,47,55,35,0.26
11/9/2018,50,61,44,0.06
11/10/2018,53,57,43,0.01
11/11/2018,55,65,46,0.51
11/12/2018,61,69,49,0
11/13/2018,51,58,47,0.26
11/14/2018,44,48,39,0.08
11/15/2018,47,51,45,0.02
11/16/2018,43,44,42,0.02
11/17/2018,39,45,35,0
11/18/2018,37,44,31,0
11/19/2018,34,38,28,0
11/20/2018,36,39,33,0.01
11/21/2018,39,44,36,0.23
11/22/2018,40,42,33,0
11/23/2018,40,44,38,0.01
11/24/2018,44,52,42,0.24
11/25/2018,40,43,34,0.02
11/26/2018,43,44,40,0.06
11/27/2018,42,45,40,0.05
11/28/2018,41,45,34,0.03
11/29/2018,45,53,38,0.07
11/30/2018,46,49,44,0.1
12/1/2018,44,49,40,0.16
12/2/2018,48,53,45,0.39
12/3/2018,54,58,50,0.87
12/4/2018,51,57,49,0.3
12/5/2018,44,49,40,0.03
12/6/2018,51,56,44,0.31
12/7/2018,51,54,49,0.06
12/8/2018,45,52,42,0.06
12/9/2018,49,51,46,0.12
12/10/2018,45,49,41,0.24
12/11/2018,39,44,37,0.03
12/12/2018,33,40,26,0
12/13/2018,29,39,19,0
12/14/2018,31,36,25,0
12/15/2018,32,36,30,0
12/16/2018,38,41,31,0.13
12/17/2018,41,48,39,0.02
12/18/2018,34,45,29,0
12/19/2018,45,50,32,0.06
12/20/2018,43,50,39,0.02
12/21/2018,46,53,42,0.03
12/22/2018,52,56,47,0.61
12/23/2018,50,54,44,0.02
12/24/2018,47,51,39,0.02
12/25/2018,35,40,30,0.06
12/26/2018,30,32,29,0
12/27/2018,31,33,28,0
12/28/2018,35,38,32,0
12/29/2018,35,36,33,0
12/30/2018,37,41,33,0
12/31/2018,42,46,38,0
1/1/2019,43,44,40,0.02
1/2/2019,40,44,37,0
1/3/2019,34,40,28,0
1/4/2019,35,41,29,0
1/5/2019,38,41,30,0
1/6/2019,38,40,36,0.02
1/7/2019,38,41,35,0
1/8/2019,40,46,36,0.01
1/9/2019,38,41,34,0.06
1/10/2019,35,39,32,0
1/11/2019,32,37,24,0
1/12/2019,38,44,33,0.03
1/13/2019,45,49,41,0.08
1/14/2019,44,46,41,0.02
1/15/2019,37,48,31,0.01
1/16/2019,34,45,24,0
1/17/2019,42,48,36,0
1/18/2019,30,36,23,0.03
1/19/2019,26,30,20,0
1/20/2019,33,35,28,0.03
1/21/2019,33,35,31,0.22
1/22/2019,30,33,27,0
1/23/2019,33,37,30,0.09
1/24/2019,31,31,29,0.05
1/25/2019,31,38,23,0
1/26/2019,36,42,31,0.03
1/27/2019,41,47,38,0.06
1/28/2019,37,43,33,0.25
1/29/2019,33,39,26,0.01
1/30/2019,36,40,33,0.14
1/31/2019,37,45,33,0.16
2/1/2019,44,46,40,0.31
2/2/2019,37,40,30,0.02
2/3/2019,37,41,35,0
2/4/2019,33,42,26,0
2/5/2019,33,45,24,0
2/6/2019,31,43,20,0
2/7/2019,39,49,28,0
2/8/2019,41,49,35,0.05
2/9/2019,47,54,40,0.03
2/10/2019,46,50,42,0
2/11/2019,41,45,38,0.2
2/12/2019,35,42,26,0.02
2/13/2019,35,43,28,0
2/14/2019,35,54,22,0
2/15/2019,40,57,28,0
2/16/2019,40,60,26,0
2/17/2019,42,62,26,0
2/18/2019,44,58,32,0
2/19/2019,45,58,36,0
2/20/2019,41,56,31,0
2/21/2019,43,61,28,0
2/22/2019,48,61,33,0
2/23/2019,49,60,39,0
2/24/2019,45,58,31,0
2/25/2019,47,61,36,0
2/26/2019,49,63,37,0
2/27/2019,51,70,37,0
2/28/2019,46,64,29,0
3/1/2019,49,51,47,0
3/2/2019,45,49,38,0.02
3/3/2019,48,57,39,0
3/4/2019,49,57,44,0.01
3/5/2019,46,54,40,0.04
3/6/2019,50,60,31,0.01
3/7/2019,49,54,46,0.24
3/8/2019,49,57,42,0.16
3/9/2019,49,55,45,0
3/10/2019,54,61,50,0.18
3/11/2019,41,49,34,0.01
3/12/2019,40,54,24,0.16
3/13/2019,43,51,39,0.1
3/14/2019,44,52,39,0.09
3/15/2019,52,56,48,0.54
3/16/2019,51,60,49,0
3/17/2019,46,54,42,0
3/18/2019,42,48,35,0.03
3/19/2019,43,53,31,0.02
3/20/2019,45,57,31,0
3/21/2019,48,59,36,0
3/22/2019,48,66,31,0
3/23/2019,52,68,34,0
3/24/2019,50,65,37,0
3/25/2019,46,54,35,0
3/26/2019,45,53,37,0
3/27/2019,47,57,35,0
3/28/2019,50,60,37,0
3/29/2019,51,64,37,0
3/30/2019,51,66,34,0
3/31/2019,52,69,33,0
4/1/2019,54,68,43,0
4/2/2019,50,65,37,0
4/3/2019,41,42,37,0.42
4/4/2019,41,49,39,0.31
4/5/2019,43,55,31,0.13
4/6/2019,49,63,34,0
4/7/2019,47,49,45,0.13
4/8/2019,49,54,45,0.2
4/9/2019,50,60,38,0.06
4/10/2019,50,62,39,0
4/11/2019,51,58,44,0.11
4/12/2019,46,56,36,0
4/13/2019,41,51,32,0
4/14/2019,40,50,29,0
4/15/2019,48,62,33,0
4/16/2019,50,54,44,0
4/17/2019,54,68,43,0.06
4/18/2019,59,74,46,0
4/19/2019,60,75,44,0
4/20/2019,61,76,47,0
4/21/2019,61,72,50,0
4/22/2019,63,75,50,0
4/23/2019,62,72,51,0
4/24/2019,55,60,50,0.36
4/25/2019,52,61,46,0.19
4/26/2019,51,61,42,0.99
4/27/2019,49,55,47,0.01
4/28/2019,45,52,39,0.17
4/29/2019,49,59,39,0.17
4/30/2019,54,61,44,0
5/1/2019,55,68,39,0
5/2/2019,50,58,42,0
5/3/2019,52,62,42,0.27
5/4/2019,44,56,37,0
5/5/2019,42,51,36,0.19
5/6/2019,46,56,34,0.09
5/7/2019,49,59,35,0
5/8/2019,50,53,48,0.05
5/9/2019,53,61,47,0.39
5/10/2019,56,64,47,0.02
5/11/2019,54,58,51,0.01
5/12/2019,52,61,44,0.09
5/13/2019,53,63,43,0
5/14/2019,54,64,44,0
5/15/2019,52,62,42,0
5/16/2019,53,64,40,0
5/17/2019,55,65,45,0
5/18/2019,56,66,47,0
5/19/2019,56,63,49,0
5/20/2019,55,59,54,0.04
5/21/2019,59,69,51,0
5/22/2019,59,70,44,0
5/23/2019,60,73,45,0
5/24/2019,64,75,50,0
5/25/2019,64,74,52,0
5/26/2019,62,73,48,0
5/27/2019,60,69,56,0
5/28/2019,58,66,53,0.1
5/29/2019,57,66,47,0
5/30/2019,59,72,41,0
5/31/2019,67,78,52,0
6/1/2019,69,83,54,0
6/2/2019,71,87,51,0
6/3/2019,69,80,59,0
6/4/2019,71,85,56,0
6/5/2019,68,83,56,0
6/6/2019,58,69,50,0.01
6/7/2019,58,77,46,0
6/8/2019,60,72,47,0.02
6/9/2019,59,69,50,0
6/10/2019,58,65,56,0.35
6/11/2019,56,60,52,0.02
6/12/2019,59,69,53,0.09
6/13/2019,62,77,42,0
6/14/2019,60,65,53,0.01
6/15/2019,61,71,56,0.6
6/16/2019,64,74,51,0.22
6/17/2019,68,81,53,0
6/18/2019,71,85,56,0
6/19/2019,69,86,54,0
6/20/2019,68,78,60,0.06
6/21/2019,67,77,55,0
6/22/2019,64,73,58,0
6/23/2019,71,84,54,0
6/24/2019,76,90,59,0.01
6/25/2019,78,91,62,0
6/26/2019,82,97,65,0
6/27/2019,84,99,67,0
6/28/2019,82,95,70,0
6/29/2019,80,95,66,0
6/30/2019,82,98,61,0
7/1/2019,78,89,69,0
7/2/2019,75,86,63,0
7/3/2019,74,86,63,0
7/4/2019,76,88,64,0
7/5/2019,78,93,61,0
7/6/2019,76,88,65,0.38
7/7/2019,75,88,62,0.13
7/8/2019,70,79,60,0
7/9/2019,67,79,55,0
7/10/2019,68,81,55,0
7/11/2019,69,82,58,0
7/12/2019,72,84,58,0
7/13/2019,69,81,55,0
7/14/2019,67,76,59,0
7/15/2019,68,80,56,0
7/16/2019,72,87,57,0
7/17/2019,73,87,56,0
7/18/2019,73,84,55,0
7/19/2019,73,85,58,0
7/20/2019,74,91,58,0
7/21/2019,78,90,68,0
7/22/2019,79,93,65,0
7/23/2019,82,98,65,0
7/24/2019,85,103,65,0
7/25/2019,87,102,69,0
7/26/2019,84,96,75,0
7/27/2019,68,74,66,0.67
7/28/2019,66,75,62,0.15
7/29/2019,69,81,55,0
7/30/2019,68,77,57,0
7/31/2019,68,78,61,0.01
8/1/2019,69,81,52,0
8/2/2019,74,85,65,0
8/3/2019,72,83,58,0
8/4/2019,75,89,58,0
8/5/2019,78,89,65,0
8/6/2019,77,89,68,0
8/7/2019,68,77,64,0.28
8/8/2019,71,84,57,0.37
8/9/2019,74,91,63,0
8/10/2019,72,80,63,0.47
8/11/2019,62,72,58,0
8/12/2019,63,72,56,0.58
8/13/2019,63,73,52,0.03
8/14/2019,64,77,49,0
8/15/2019,67,74,59,0
8/16/2019,67,78,51,0.03
8/17/2019,70,83,58,0
8/18/2019,73,87,59,0
8/19/2019,69,78,62,0.27
8/20/2019,62,68,58,0
8/21/2019,63,76,49,0.01
8/22/2019,68,82,54,0
8/23/2019,70,82,57,0
8/24/2019,71,86,56,0
8/25/2019,73,89,56,0
8/26/2019,74,89,59,0
8/27/2019,72,86,58,0
8/28/2019,76,89,62,0
8/29/2019,75,87,66,0
8/30/2019,75,87,63,0
8/31/2019,77,92,61,0
9/1/2019,69,76,61,0
9/2/2019,66,75,53,0
9/3/2019,67,79,53,0
9/4/2019,69,85,51,0
9/5/2019,62,70,55,0.06
9/6/2019,61,72,51,0.02
9/7/2019,58,73,49,0
9/8/2019,55,66,50,0.04
